Date,Price,Open,High,Low,Vol.,Change %
"Jan 14, 2014",140.79,140.79,140.79,140.79,0,0.07
"Jan 13, 2014",140.69,140.69,140.69,140.69,0,-0.57
"Jan 10, 2014",141.5,141.5,141.5,141.5,0,-0.06
"Jan 09, 2014",141.59,141.59,141.59,141.59,0,0.88
"Jan 08, 2014",140.35,140.35,140.35,140.35,0,0.52
"Jan 07, 2014",139.63,139.63,139.63,139.63,0,0.82
"Jan 06, 2014",138.5,138.5,138.5,138.5,0,1.29
"Jan 03, 2014",136.74,136.74,136.74,136.74,0,0.13
"Jan 02, 2014",136.56,136.56,136.56,136.56,0,-0.07
"Dec 31, 2013",136.65,136.65,136.65,136.65,0,0.6
"Dec 30, 2013",135.83,135.83,135.83,135.83,0,0.53
"Dec 27, 2013",135.12,135.12,135.12,135.12,0,-0.07
"Dec 24, 2013",135.22,135.22,135.22,135.22,0,1.88
"Dec 23, 2013",132.73,132.73,132.73,132.73,0,0.42
"Dec 20, 2013",132.17,132.17,132.17,132.17,0,0.08
"Dec 19, 2013",132.06,132.06,132.06,132.06,0,-0.13
"Dec 18, 2013",132.23,132.23,132.23,132.23,0,0.07
"Dec 17, 2013",132.14,132.14,132.14,132.14,0,-1.04
"Dec 16, 2013",133.53,133.53,133.53,133.53,0,-0.29
"Dec 11, 2013",133.92,133.92,133.92,133.92,0,-0.52
"Dec 10, 2013",134.62,134.62,134.62,134.62,0,-1.17
"Dec 09, 2013",136.22,136.22,136.22,136.22,0,-0.35
"Dec 06, 2013",136.7,136.7,136.7,136.7,0,-0.88
"Dec 05, 2013",137.91,137.91,137.91,137.91,0,-1.39
"Dec 04, 2013",139.86,139.86,139.86,139.86,0,-0.57
"Dec 03, 2013",140.66,140.66,140.66,140.66,0,-0.13
"Dec 02, 2013",140.84,140.84,140.84,140.84,0,-0.23
"Nov 29, 2013",141.17,141.17,141.17,141.17,0,-0.99
"Nov 28, 2013",142.58,142.58,142.58,142.58,0,0.51
"Nov 27, 2013",141.86,141.86,141.86,141.86,0,0.55
"Nov 26, 2013",141.08,141.08,141.08,141.08,0,0.71
"Nov 25, 2013",140.08,140.08,140.08,140.08,0,0.9
"Nov 22, 2013",138.83,138.83,138.83,138.83,0,0.5
"Nov 21, 2013",138.14,138.14,138.14,138.14,0,1.38
"Nov 20, 2013",136.26,136.26,136.26,136.26,0,0.43
"Nov 19, 2013",135.67,135.67,135.67,135.67,0,0.07
"Nov 18, 2013",135.57,135.57,135.57,135.57,0,0.33
"Nov 15, 2013",135.13,135.13,135.13,135.13,0,0.01
"Nov 14, 2013",135.11,135.11,135.11,135.11,0,0.31
"Nov 13, 2013",134.69,134.69,134.69,134.69,0,0.04
"Nov 12, 2013",134.64,134.64,134.64,134.64,0,0.09
"Nov 11, 2013",134.52,134.52,134.52,134.52,0,-0.14
"Nov 08, 2013",134.71,134.71,134.71,134.71,0,-0.43
"Nov 07, 2013",135.29,135.29,135.29,135.29,0,0.44
"Nov 06, 2013",134.7,134.7,134.7,134.7,0,0.32
"Nov 04, 2013",134.27,134.27,134.27,134.27,0,0.3
"Nov 01, 2013",133.87,133.87,133.87,133.87,0,0.47
"Oct 31, 2013",133.24,133.24,133.24,133.24,0,0.92
"Oct 30, 2013",132.03,132.03,132.03,132.03,0,0.99
"Oct 28, 2013",130.73,130.73,130.73,130.73,0,-0.25
"Oct 25, 2013",131.06,131.06,131.06,131.06,0,-0.38
"Oct 24, 2013",131.56,131.56,131.56,131.56,0,0
"Oct 23, 2013",131.56,131.56,131.56,131.56,0,0.18
"Oct 18, 2013",131.32,131.32,131.32,131.32,0,0.5
"Oct 17, 2013",130.67,130.67,130.67,130.67,0,-0.15
"Oct 16, 2013",130.87,130.87,130.87,130.87,0,-0.02
"Oct 15, 2013",130.9,130.9,130.9,130.9,0,-0.31
"Oct 14, 2013",131.31,131.31,131.31,131.31,0,-0.42
"Oct 11, 2013",131.87,131.87,131.87,131.87,0,-0.16
"Oct 10, 2013",132.08,132.08,132.08,132.08,0,-0.56
"Oct 09, 2013",132.82,132.82,132.82,132.82,0,-0.58
"Oct 08, 2013",133.6,133.6,133.6,133.6,0,1.71
"Oct 07, 2013",131.36,131.36,131.36,131.36,0,1.67
"Oct 03, 2013",129.2,129.2,129.2,129.2,0,0.47
"Oct 02, 2013",128.59,128.59,128.59,128.59,0,0.97
"Sep 30, 2013",127.35,127.35,127.35,127.35,0,1.03
"Sep 27, 2013",126.05,126.05,126.05,126.05,0,0.44
"Sep 26, 2013",125.5,125.5,125.5,125.5,0,0.46
"Sep 25, 2013",124.92,124.92,124.92,124.92,0,0.57
"Sep 24, 2013",124.21,124.21,124.21,124.21,0,-0.04
"Sep 23, 2013",124.26,124.26,124.26,124.26,0,-0.32
"Sep 20, 2013",124.66,124.66,124.66,124.66,0,0.69
"Sep 19, 2013",123.8,123.8,123.8,123.8,0,0.56
"Sep 18, 2013",123.11,123.11,123.11,123.11,0,0.24
"Sep 17, 2013",122.81,122.81,122.81,122.81,0,0.35
"Sep 16, 2013",122.38,122.38,122.38,122.38,0,-0.39
"Sep 13, 2013",122.86,122.86,122.86,122.86,0,-0.02
"Sep 12, 2013",122.88,122.88,122.88,122.88,0,-0.03
"Sep 11, 2013",122.92,122.92,122.92,122.92,0,-0.16
"Sep 10, 2013",123.12,123.12,123.12,123.12,0,0.29
"Sep 09, 2013",122.76,122.76,122.76,122.76,0,0.38
"Sep 06, 2013",122.3,122.3,122.3,122.3,0,0.39
"Sep 05, 2013",121.82,121.82,121.82,121.82,0,0.94
"Sep 04, 2013",120.69,120.69,120.69,120.69,0,0.69
"Sep 03, 2013",119.86,119.86,119.86,119.86,0,0.33
"Sep 02, 2013",119.47,119.47,119.47,119.47,0,-0.41
"Aug 30, 2013",119.96,119.96,119.96,119.96,0,-0.36
"Aug 29, 2013",120.39,120.39,120.39,120.39,0,-0.7
"Aug 28, 2013",121.24,121.24,121.24,121.24,0,-1.31
"Aug 27, 2013",122.85,122.85,122.85,122.85,0,-1.21
"Aug 26, 2013",124.36,124.36,124.36,124.36,0,-0.09
"Aug 23, 2013",124.47,124.47,124.47,124.47,0,0.09
"Aug 22, 2013",124.36,124.36,124.36,124.36,0,-0.44
"Aug 21, 2013",124.91,124.91,124.91,124.91,0,-0.72
"Aug 20, 2013",125.82,125.82,125.82,125.82,0,-0.31
"Aug 19, 2013",126.21,126.21,126.21,126.21,0,0.21
"Aug 16, 2013",125.95,125.95,125.95,125.95,0,0.14
"Aug 15, 2013",125.77,125.77,125.77,125.77,0,0.76
"Aug 13, 2013",124.82,124.82,124.82,124.82,0,-0.45
"Aug 12, 2013",125.39,125.39,125.39,125.39,0,0.58
"Aug 08, 2013",124.67,124.67,124.67,124.67,0,0.91
"Aug 07, 2013",123.55,123.55,123.55,123.55,0,0.16
"Aug 06, 2013",123.35,123.35,123.35,123.35,0,0.05
"Aug 05, 2013",123.29,123.29,123.29,123.29,0,-0.01
"Aug 02, 2013",123.3,123.3,123.3,123.3,0,0.22
"Aug 01, 2013",123.03,123.03,123.03,123.03,0,0.14
"Jul 31, 2013",122.86,122.86,122.86,122.86,0,-0.62
"Jul 30, 2013",123.63,123.63,123.63,123.63,0,0.32
"Jul 29, 2013",123.23,123.23,123.23,123.23,0,-0.39
"Jul 26, 2013",123.71,123.71,123.71,123.71,0,0.4
"Jul 25, 2013",123.22,123.22,123.22,123.22,0,0.01
"Jul 24, 2013",123.21,123.21,123.21,123.21,0,0.24
"Jul 23, 2013",122.92,122.92,122.92,122.92,0,-0.45
"Jul 22, 2013",123.48,123.48,123.48,123.48,0,-0.18
"Jul 19, 2013",123.7,123.7,123.7,123.7,0,0.23
"Jul 18, 2013",123.42,123.42,123.42,123.42,0,-0.79
"Jul 17, 2013",124.4,124.4,124.4,124.4,0,0.97
"Jul 16, 2013",123.21,123.21,123.21,123.21,0,0.57
"Jul 15, 2013",122.51,122.51,122.51,122.51,0,0.92
"Jul 12, 2013",121.39,121.39,121.39,121.39,0,1.27
"Jul 11, 2013",119.87,119.87,119.87,119.87,0,0.86
"Jul 10, 2013",118.85,118.85,118.85,118.85,0,0.57
"Jul 09, 2013",118.18,118.18,118.18,118.18,0,0.13
"Jul 08, 2013",118.03,118.03,118.03,118.03,0,0.59
"Jul 05, 2013",117.34,117.34,117.34,117.34,0,0.95
"Jul 04, 2013",116.23,116.23,116.23,116.23,0,0.65
"Jul 03, 2013",115.48,115.48,115.48,115.48,0,0.03
"Jul 02, 2013",115.44,115.44,115.44,115.44,0,-0.17
"Jul 01, 2013",115.64,115.64,115.64,115.64,0,-0.58
"Jun 28, 2013",116.31,116.31,116.31,116.31,0,0.06
"Jun 26, 2013",116.24,116.24,116.24,116.24,0,-0.9
"Jun 25, 2013",117.29,117.29,117.29,117.29,0,-0.92
"Jun 24, 2013",118.38,118.38,118.38,118.38,0,-1.05
"Jun 23, 2013",119.64,119.64,119.64,119.64,0,0
"Jun 21, 2013",119.64,119.64,119.64,119.64,0,-0.57
"Jun 20, 2013",120.33,120.33,120.33,120.33,0,0.59
"Jun 19, 2013",119.62,119.62,119.62,119.62,0,0.71
"Jun 18, 2013",118.78,118.78,118.78,118.78,0,-0.71
"Jun 17, 2013",119.63,119.63,119.63,119.63,0,-1.35
"Jun 14, 2013",121.27,121.27,121.27,121.27,0,-1.38
"Jun 13, 2013",122.97,122.97,122.97,122.97,0,-1.01
"Jun 12, 2013",124.23,124.23,124.23,124.23,0,-0.81
"Jun 11, 2013",125.24,125.24,125.24,125.24,0,-0.66
"Jun 10, 2013",126.07,126.07,126.07,126.07,0,-0.1
"Jun 07, 2013",126.19,126.19,126.19,126.19,0,-0.31
"Jun 06, 2013",126.58,126.58,126.58,126.58,0,-0.08
"Jun 05, 2013",126.68,126.68,126.68,126.68,0,0
"Jun 04, 2013",126.68,126.68,126.68,126.68,0,-0.1
"Jun 03, 2013",126.81,126.81,126.81,126.81,0,0.01
"May 31, 2013",126.8,126.8,126.8,126.8,0,0.06
"May 30, 2013",126.72,126.72,126.72,126.72,0,0.2
"May 29, 2013",126.47,126.47,126.47,126.47,0,-0.23
"May 28, 2013",126.76,126.76,126.76,126.76,0,0.4
"May 27, 2013",126.25,126.25,126.25,126.25,0,-0.5
"May 24, 2013",126.89,126.89,126.89,126.89,0,-0.69
"May 23, 2013",127.77,127.77,127.77,127.77,0,-0.9
"May 22, 2013",128.93,128.93,128.93,128.93,0,0.88
"May 21, 2013",127.81,127.81,127.81,127.81,0,0.86
"May 20, 2013",126.72,126.72,126.72,126.72,0,-0.02
"May 17, 2013",126.75,126.75,126.75,126.75,0,0.18
"May 16, 2013",126.52,126.52,126.52,126.52,0,1.09
"May 15, 2013",125.16,125.16,125.16,125.16,0,1.87
"May 14, 2013",122.86,122.86,122.86,122.86,0,0.24
"May 13, 2013",122.57,122.57,122.57,122.57,0,0.04
"May 10, 2013",122.52,122.52,122.52,122.52,0,-0.67
"May 09, 2013",123.35,123.35,123.35,123.35,0,0.37
"May 08, 2013",122.9,122.9,122.9,122.9,0,0.78
"May 07, 2013",121.95,121.95,121.95,121.95,0,0.79
"May 06, 2013",120.99,120.99,120.99,120.99,0,0.77
"May 03, 2013",120.06,120.06,120.06,120.06,0,0.48
"May 02, 2013",119.49,119.49,119.49,119.49,0,1.2
"Apr 30, 2013",118.07,118.07,118.07,118.07,0,0.6
"Apr 29, 2013",117.36,117.36,117.36,117.36,0,-0.04
"Apr 26, 2013",117.41,117.41,117.41,117.41,0,-0.05
"Apr 25, 2013",117.47,117.47,117.47,117.47,0,-0.77
"Apr 24, 2013",118.38,118.38,118.38,118.38,0,0.34
"Apr 23, 2013",117.98,117.98,117.98,117.98,0,-0.24
"Apr 22, 2013",118.26,118.26,118.26,118.26,0,-0.61
"Apr 19, 2013",118.99,118.99,118.99,118.99,0,-0.39
"Apr 18, 2013",119.46,119.46,119.46,119.46,0,-0.23
"Apr 17, 2013",119.73,119.73,119.73,119.73,0,-0.35
"Apr 16, 2013",120.15,120.15,120.15,120.15,0,-0.65
"Apr 15, 2013",120.94,120.94,120.94,120.94,0,-0.63
"Apr 12, 2013",121.71,121.71,121.71,121.71,0,-0.35
"Apr 11, 2013",122.14,122.14,122.14,122.14,0,0.5
"Apr 10, 2013",121.53,121.53,121.53,121.53,0,0.93
"Apr 08, 2013",120.41,120.41,120.41,120.41,0,-0.2
"Apr 05, 2013",120.65,120.65,120.65,120.65,0,0.17
"Apr 04, 2013",120.45,120.45,120.45,120.45,0,-0.93
"Apr 03, 2013",121.58,121.58,121.58,121.58,0,0
"Apr 02, 2013",121.58,121.58,121.58,121.58,0,3.11
"Mar 28, 2013",117.91,117.91,117.91,117.91,0,0.58
"Mar 27, 2013",117.23,117.23,117.23,117.23,0,2.13
"Mar 26, 2013",114.78,114.78,114.78,114.78,0,0.6
"Mar 25, 2013",114.09,114.09,114.09,114.09,0,0.78
"Mar 21, 2013",113.21,113.21,113.21,113.21,0,-0.27
"Mar 20, 2013",113.52,113.52,113.52,113.52,0,0.28
"Mar 19, 2013",113.2,113.2,113.2,113.2,0,0.57
"Mar 18, 2013",112.56,112.56,112.56,112.56,0,-0.59
"Mar 15, 2013",113.23,113.23,113.23,113.23,0,-2.33
"Mar 14, 2013",115.93,115.93,115.93,115.93,0,-1.77
"Mar 13, 2013",118.02,118.02,118.02,118.02,0,-1.13
"Mar 12, 2013",119.37,119.37,119.37,119.37,0,3.47
"Mar 11, 2013",115.37,115.37,115.37,115.37,0,3.2
"Mar 08, 2013",111.79,111.79,111.79,111.79,0,1.35
"Mar 07, 2013",110.3,110.3,110.3,110.3,0,0.93
"Mar 06, 2013",109.28,109.28,109.28,109.28,0,1.1
"Mar 05, 2013",108.09,108.09,108.09,108.09,0,0.85
"Mar 01, 2013",107.18,107.18,107.18,107.18,0,0.25
"Feb 28, 2013",106.91,106.91,106.91,106.91,0,0.34
"Feb 27, 2013",106.55,106.55,106.55,106.55,0,1.55
"Feb 25, 2013",104.92,104.92,104.92,104.92,0,-0.33
"Feb 22, 2013",105.27,105.27,105.27,105.27,0,0.13
"Feb 20, 2013",105.13,105.13,105.13,105.13,0,-0.88
"Feb 19, 2013",106.06,106.06,106.06,106.06,0,-0.62
"Feb 18, 2013",106.72,106.72,106.72,106.72,0,-0.8
"Feb 15, 2013",107.58,107.58,107.58,107.58,0,-0.85
"Feb 14, 2013",108.5,108.5,108.5,108.5,0,-0.91
"Feb 13, 2013",109.5,109.5,109.5,109.5,0,0.25
"Feb 12, 2013",109.23,109.23,109.23,109.23,0,0.8
"Feb 11, 2013",108.36,108.36,108.36,108.36,0,0.88
"Feb 08, 2013",107.42,107.42,107.42,107.42,0,1.12
"Feb 07, 2013",106.23,106.23,106.23,106.23,0,0.8
"Feb 06, 2013",105.39,105.39,105.39,105.39,0,0.77
"Feb 05, 2013",104.58,104.58,104.58,104.58,0,0.27
"Feb 04, 2013",104.3,104.3,104.3,104.3,0,0.2
"Feb 01, 2013",104.09,104.09,104.09,104.09,0,0.57
"Jan 31, 2013",103.5,103.5,103.5,103.5,0,0.69
"Jan 30, 2013",102.79,102.79,102.79,102.79,0,0.15
"Jan 29, 2013",102.64,102.64,102.64,102.64,0,-0.3
"Jan 28, 2013",102.95,102.95,102.95,102.95,0,-0.08
"Jan 25, 2013",103.03,103.03,103.03,103.03,0,0.57
"Jan 24, 2013",102.45,102.45,102.45,102.45,0,-0.91
"Jan 23, 2013",103.39,103.39,103.39,103.39,0,-0.68
"Jan 22, 2013",104.1,104.1,104.1,104.1,0,-0.2
"Jan 21, 2013",104.31,104.31,104.31,104.31,0,-0.45
"Jan 18, 2013",104.78,104.78,104.78,104.78,0,-0.98
"Jan 17, 2013",105.82,105.82,105.82,105.82,0,-0.26
"Jan 16, 2013",106.1,106.1,106.1,106.1,0,1.75
"Jan 15, 2013",104.28,104.28,104.28,104.28,0,1.48
"Jan 14, 2013",102.76,102.76,102.76,102.76,0,1.11
"Jan 11, 2013",101.63,101.63,101.63,101.63,0,0.6
"Jan 10, 2013",101.02,101.02,101.02,101.02,0,-0.01
"Jan 09, 2013",101.03,101.03,101.03,101.03,0,2.14
"Jan 08, 2013",98.91,98.91,98.91,98.91,0,1.39
"Jan 07, 2013",97.55,97.55,97.55,97.55,0,0.26
"Jan 04, 2013",97.3,97.3,97.3,97.3,0,1.28
"Jan 03, 2013",96.07,96.07,96.07,96.07,0,0.54
"Jan 02, 2013",95.55,95.55,95.55,95.55,0,0.73
"Dec 31, 2012",94.86,94.86,94.86,94.86,0,0.08
